Date,ActivePower,ReactivePower,Voltage,Kitchen,Laundry,HVAC
2007-06-08,2148.046,229.732,236.19744444444444,2799,11440,11380
2007-06-09,1059.814,226.656,240.70545649072753,852,596,6590
2007-06-10,1340.812,239.092,240.84428472222223,4202,1924,5983
2007-06-11,794.654,194.63400000000001,240.85675,0,487,5328
2007-06-12,918.766,216.416,240.22489583333333,1882,475,3898
2007-06-13,927.272,208.26,240.39760416666667,957,857,5216
2007-06-14,1259.084,231.696,239.84778472222223,3322,2147,7054
2007-06-15,989.604,251.762,240.46438194444445,2269,4011,4547
2007-06-16,2017.762,307.558,239.50169444444444,3289,4498,11108
2007-06-17,1947.09,239.814,240.21918055555557,4124,5038,8734
2007-06-18,678.474,180.81,240.7762013888889,0,529,4241
2007-06-19,842.36,187.986,240.26925591098748,973,535,4357
2007-06-20,1074.286,227.302,240.15616666666668,1761,2588,5106
2007-06-21,806.946,222.546,240.57494444444444,932,2400,3711
2007-06-22,566.294,208.526,240.83563194444446,0,951,3482
2007-06-23,477.56600000000003,193.12,240.31896527777778,0,786,2402
2007-06-24,714.656,179.362,241.1322152777778,0,791,3449
2007-06-25,1072.202,197.27,240.4222638888889,1985,3621,4816
2007-06-26,944.908,182.42,240.09450694444445,971,1334,5231
2007-06-27,1480.826,206.998,239.7584097222222,2603,6451,7270
2007-06-28,1295.438,217.446,239.42366666666666,0,4368,9541
2007-06-29,1304.198,206.194,240.1823002084781,4363,667,6797
2007-06-30,1335.314,188.354,240.0116111111111,3049,792,8376
2007-07-01,1026.664,172.448,240.06715277777778,969,736,4690
2007-07-02,967.032,176.924,240.6718125,1018,5281,3445
2007-07-03,1059.912,180.338,240.1869375,467,3214,4695
2007-07-04,1003.41,253.334,240.65963194444444,2329,2218,5632
2007-07-05,1057.29,246.716,240.44444444444446,2922,770,3973
2007-07-06,1069.5240000000001,219.35,240.5994513888889,2826,3563,4005
2007-07-07,1358.206,214.044,239.9101388888889,997,3047,10177
2007-07-08,1089.08,196.92,240.33889583333334,1825,2831,5277
2007-07-09,1180.158,172.422,240.61764583333334,923,594,9386
2007-07-10,908.324,176.244,239.98305555555555,67,2227,4631
2007-07-11,722.352,153.856,241.0300347222222,1015,647,5284
2007-07-12,1069.582,209.098,240.76461805555556,1029,2550,6419
2007-07-13,794.382,206.694,240.85480555555554,0,633,4427
2007-07-14,1288.17,258.45,241.29188194444444,3775,1968,6604
2007-07-15,917.024,233.182,240.5965496183206,862,632,5585
2007-07-16,853.674,233.96,236.5072361111111,830,695,4176
2007-07-17,719.632,176.088,234.74125694444444,848,694,3335
2007-07-18,757.082,156.514,231.08822916666668,909,671,4628
2007-07-19,677.886,187.012,234.2618611111111,1068,703,3130
2007-07-20,1110.422,223.118,235.56890277777777,2111,2418,4765
2007-07-21,1060.248,236.158,234.256625,428,512,7756
2007-07-22,1375.7740000000001,218.246,235.96373175816538,7091,2136,5563
2007-07-23,991.018,143.77,234.50086805555554,1747,1288,3847
2007-07-24,825.284,112.81,235.36304166666667,0,1607,5599
2007-07-25,472.56,108.234,235.6410486111111,0,151,2333
2007-07-26,924.5,115.092,234.94372222222222,975,3633,4346
2007-07-27,1202.514,120.456,235.55368055555556,1837,49,7157
2007-07-28,1621.862,178.73,235.5072361111111,907,10265,6559
2007-07-29,321.116,118.576,235.71203472222223,0,0,1288
2007-07-30,466.816,129.492,235.53022916666666,0,0,2528
2007-07-31,812.332,145.786,234.9148125,3277,0,3575
2007-08-01,1060.338,142.556,235.0091754756871,1583,0,9812
2007-08-02,1019.416,144.954,234.85659027777777,482,0,6869
2007-08-03,1063.364,125.388,234.48560416666666,958,0,9139
2007-08-04,1144.99,139.226,235.25722222222223,552,398,7966
2007-08-05,787.098,151.254,235.11527083333334,169,0,6647
2007-08-06,1089.72,154.434,234.70274305555554,1096,0,7985
2007-08-07,1483.58,131.182,234.55388194444444,437,2168,9042
2007-08-08,1125.482,119.096,234.512375,1055,1111,9660
2007-08-09,1071.68,109.474,234.2143888888889,182,4515,6646
2007-08-10,1028.01,117.656,234.4888125,336,2651,8287
2007-08-11,1091.65,115.77,234.98018055555556,1180,910,10339
2007-08-12,1241.904,127.776,235.66485416666666,1123,1156,8582
2007-08-13,1153.012,130.94,235.21656944444445,93,476,11101
2007-08-14,941.1899999999999,132.01,237.07638888888889,951,685,6256
2007-08-15,1191.86,159.764,239.99340972222222,338,508,9787
2007-08-16,958.496,131.532,239.73765972222222,962,0,7476
2007-08-17,1009.8919999999999,127.388,240.4940486111111,244,0,7769
2007-08-18,347.96,119.24,241.27963194444445,0,0,1830
2007-08-19,1422.294,160.018,239.95366666666666,1025,8912,5989
2007-08-20,1338.842,155.88,241.30069444444445,1032,6965,7383
2007-08-21,642.556,157.308,240.57305555555556,0,38,3296
2007-08-22,1209.808,154.288,240.81731944444445,3048,1836,7241
2007-08-23,1112.312,157.954,240.64730555555556,2502,259,5342
2007-08-24,1656.214,262.692,240.4946421125782,1891,3782,9944
2007-08-25,1150.88,272.548,239.85982638888888,4149,2191,5678
2007-08-26,1314.906,299.388,239.95091666666667,1541,3645,5658
2007-08-27,1211.73,299.084,239.92358333333334,2305,1229,6344
2007-08-28,997.004,181.114,239.549875,1038,2468,5483
2007-08-29,747.992,175.426,240.74499305555557,957,562,4932
2007-08-30,1202.458,191.048,240.57317361111112,3822,2580,4221
2007-08-31,1279.822,187.256,239.98570138888888,1200,666,8738
2007-09-01,1701.486,289.846,239.35574305555556,2497,569,9733
2007-09-02,1662.468,231.598,240.04533333333333,3613,1617,8806
2007-09-03,1038.922,188.422,239.62034722222222,621,2515,5323
2007-09-04,1584.944,179.626,239.65966666666668,2928,3501,9821
2007-09-05,1236.572,148.864,239.14815972222223,0,4144,6705
2007-09-06,901.474,172.026,239.34004861111111,0,3888,3461
2007-09-07,1336.496,181.738,239.03170138888888,3632,551,9388
2007-09-08,1469.752,186.33,239.73044444444443,3339,1801,9164
2007-09-09,1679.502,209.152,238.92214583333333,2184,4438,9233
2007-09-10,1117.376,177.498,239.38865972222223,935,595,5613
2007-09-11,983.572,151.764,240.07199305555557,943,550,5792
2007-09-12,1287.764,171.794,240.01505555555556,0,3217,7755
2007-09-13,1146.382,165.958,239.30983333333333,1175,2523,3853
2007-09-14,1135.47,183.126,239.30189583333333,901,676,5804
2007-09-15,1095.312,184.466,240.00197222222224,0,1449,6464
2007-09-16,1652.224,192.352,239.56046527777778,3118,3064,9310
2007-09-17,1461.186,202.314,239.21479861111112,6651,926,6279
2007-09-18,1167.52,147.132,238.26067361111112,1888,2029,5425
2007-09-19,1298.684,151.794,240.30520833333333,0,2743,7937
2007-09-20,1255.532,132.908,239.7149861111111,1056,489,9996
2007-09-21,1238.78,152.834,239.38146527777778,3130,2745,6316
2007-09-22,1176.172,183.432,239.48303472222221,944,1311,7688
2007-09-23,1417.97,242.974,239.50043055555557,2831,1929,7382
2007-09-24,1354.53,197.624,238.60060416666667,929,3935,7955
2007-09-25,1764.342,130.078,238.0996111111111,916,2253,9820
2007-09-26,1822.264,168.628,239.42456884561892,1058,9415,5661
2007-09-27,1392.6,150.71,239.56705555555556,1066,643,7324
2007-09-28,1680.498,222.718,239.46243055555556,996,3722,9952
2007-09-29,2296.522,182.122,239.1401111111111,4085,7457,8190
2007-09-30,1516.29,163.588,240.0647847222222,1405,582,10225
2007-10-01,1720.922,146.734,239.23991666666666,1507,6622,5960
2007-10-02,2198.864,161.828,238.49379166666668,508,8022,12815
2007-10-03,1280.454,157.738,239.26106944444444,979,5024,3692
2007-10-04,1518.458,138.448,239.2050763888889,2400,444,9710
2007-10-05,1394.092,150.636,238.82711111111112,0,351,9425
2007-10-06,1756.24,186.192,238.38071527777777,4840,347,9666
2007-10-07,2106.114,153.178,238.8262777777778,2498,8255,10886
2007-10-08,1095.242,121.896,239.0965486111111,0,420,5082
2007-10-09,1687.858,159.802,238.87914583333333,2034,2147,9290
2007-10-10,1166.972,132.752,239.42115972222223,1863,2117,3345
2007-10-11,1732.446,153.108,238.4441527777778,2630,414,7806
2007-10-12,1914.504,137.984,238.4813125,1020,5028,11659
2007-10-13,1926.728,125.204,238.76540972222222,969,3799,8463
2007-10-14,2061.252,150.05,239.1010347222222,2930,7494,7126
2007-10-15,1266.33,118.182,239.29270833333334,1061,339,7654
2007-10-16,1964.442,185.414,238.86261805555554,0,7871,9876
2007-10-17,1576.93,136.4,239.19213194444444,1065,453,8968
2007-10-18,1518.53,122.5,239.80028472222222,1162,317,9864
2007-10-19,2085.648,121.478,239.65217361111112,1299,3124,11648
2007-10-20,1660.246,139.544,241.82481944444444,2363,296,13225
2007-10-21,1941.94,154.028,241.49074305555555,3712,4357,7313
2007-10-22,1652.896,116.41,240.54540277777778,0,299,13027
2007-10-23,1954.648,127.484,241.23185674547983,1067,5186,10680
2007-10-24,1865.636,146.782,240.80827083333332,4459,364,9115
2007-10-25,1853.918,132.2,240.47263194444446,1478,2433,7385
2007-10-26,1437.568,109.676,240.68085416666668,0,348,5766
2007-10-27,1785.688,109.186,240.20120833333334,1374,4856,8949
2007-10-28,512.158,92.298,240.86605555555556,0,283,1765
2007-10-29,545.428,86.998,241.19330555555555,0,269,2749
2007-10-30,811.008,89.84,240.62592361111112,0,1935,4256
2007-10-31,1283.21,107.2,240.33897916666666,0,4700,8915
2007-11-01,496.216,85.046,240.93840277777778,0,293,1991
2007-11-02,1443.602,93.362,239.34898611111112,1346,2115,12245
2007-11-03,492.55,88.124,240.19050694444445,0,282,1936
2007-11-04,1485.686,138.802,240.20552083333334,0,4387,7068
2007-11-05,1500.592,131.35,239.65911111111112,1265,397,6583
2007-11-06,2082.378,200.526,238.70195833333332,1105,5515,10690
2007-11-07,1844.758,193.52,239.5649097222222,5042,301,6374
2007-11-08,1501.06,134.698,240.75264583333333,1715,314,6500
2007-11-09,2171.226,113.242,238.7154375,0,4573,15375
2007-11-10,2611.6,237.652,239.11040972222222,3697,304,13767
2007-11-11,1887.124,185.61,240.2602638888889,3445,320,6024
2007-11-12,2156.146,137.468,239.8255902777778,1018,4165,13281
2007-11-13,2214.398,140.952,241.12297916666665,978,4933,11076
2007-11-14,2047.994,141.59,239.94602777777777,1055,295,16345
2007-11-15,1491.988,133.066,239.98499305555555,1606,571,7503
2007-11-16,2309.754,123.978,240.9835138888889,1991,4660,13564
2007-11-17,2610.094,168.03,240.6034236111111,2588,2199,14990
2007-11-18,2183.858,161.762,242.26045833333333,5201,2097,7066
2007-11-19,1723.654,112.03,242.76635416666667,1089,253,10750
2007-11-20,2095.856,124.832,241.3388263888889,1015,3954,11026
2007-11-21,1751.836,131.48,241.49676164002778,1139,549,9455
2007-11-22,1932.378,143.108,241.5650486111111,2867,297,9001
2007-11-23,2522.618,138.912,240.72236805555556,2168,6181,13685
2007-11-24,1899.054,150.512,241.80274305555557,1573,4131,13451
2007-11-25,1395.598,122.776,242.6611597222222,3556,279,5678
2007-11-26,1569.716,117.05,241.11649305555557,1088,288,8926
2007-11-27,2801.012,139.994,241.32109722222222,1063,11020,15111
2007-11-28,1644.94,115.44200000000001,242.89480555555556,1182,769,7810
2007-11-29,1719.23,118.71,242.731042390549,2031,283,8818
2007-11-30,2331.728,147.28,243.48775,0,7941,13601
2007-12-01,3134.942,288.892,240.26608333333334,9356,353,17847
2007-12-02,2946.188,325.082,240.73000694444445,2090,6915,10636
2007-12-03,1762.06,131.914,241.07959027777778,1141,299,10428
2007-12-04,2067.636,145.016,241.53597916666666,1012,5828,8561
2007-12-05,2153.12,178.398,241.22788194444445,3422,295,10919
2007-12-06,2487.934,161.936,239.71009722222223,4751,318,11908
2007-12-07,1769.016,147.64,240.6710486111111,459,3710,10263
2007-12-08,2213.404,154.34,239.55993055555555,1133,2354,12283
2007-12-09,2274.584,200.936,239.91507638888888,4176,2428,8728
2007-12-10,1758.754,125.012,241.90383333333332,1102,278,8281
2007-12-11,2305.104,133.698,241.4602361111111,1050,3817,12740
2007-12-12,1588.062,116.886,242.47632638888888,1152,254,7759
2007-12-13,1847.746,111.49,241.82734027777778,1103,1448,8911
2007-12-14,1974.808,179.55,241.9859236111111,980,3849,12941
2007-12-15,2736.876,157.626,241.28064583333332,1706,3687,14313
2007-12-16,2762.218,126.938,242.6849861111111,3410,2281,12929
2007-12-17,1797.066,105.098,242.62575399583045,1636,243,10567
2007-12-18,2623.194,144.08,242.93998611111112,1123,5810,11093
2007-12-19,2196.052,109.336,242.70109722222222,1233,2658,11679
2007-12-20,1949.758,119.434,243.1679375,1859,276,13592
2007-12-21,1982.576,106.47,242.88163194444445,1191,200,12251
2007-12-22,2611.264,141.314,242.1455347222222,3819,4550,12673
2007-12-23,2409.048,176.272,242.5579375,1971,3091,11962
2007-12-24,2257.848,149.754,242.6504236111111,2985,2316,14350
2007-12-25,2694.968,151.812,242.98086805555556,4588,3368,9084
2007-12-26,2580.28,140.314,242.39239583333332,1109,2773,9480
2007-12-27,2532.198,190.582,242.1116111111111,4122,1490,7960
2007-12-28,3113.052,206.8,242.28447916666667,1980,8554,15823
2007-12-29,3298.956,199.892,240.55066666666667,4836,2434,14906
2007-12-30,2558.916,178.436,242.0991736111111,3595,3597,13485
2007-12-31,2216.542,145.536,241.09479166666668,0,3457,14071
2008-01-01,2759.738,142.508,241.0366736111111,2461,2739,12355
2008-01-02,1644.106,111.666,242.41745138888888,0,3094,8987
2008-01-03,1510.108,121.182,243.07745833333334,1130,846,6671
2008-01-04,2291.852,136.706,241.27338194444445,1241,5326,11752
2008-01-05,2183.248,129.464,238.82294444444443,2113,286,14591
2008-01-06,1825.184,116.958,239.40729166666668,1966,2445,7824
2008-01-07,1695.814,116.172,240.7439375,1288,282,10294
2008-01-08,2043.55,127.452,240.82180555555556,2197,3511,9793
2008-01-09,1788.44,125.336,241.2586388888889,1162,284,8963
2008-01-10,1894.076,120.504,240.8071388888889,1307,285,9992
2008-01-11,1705.818,95.484,240.4100486111111,1261,290,7997
2008-01-12,2871.408,162.724,239.96018055555555,5594,2621,11116
2008-01-13,2881.656,144.278,239.75119527449618,6505,340,9362
2008-01-14,2024.932,120.11,240.29900694444444,5918,339,9738
2008-01-15,2686.912,113.144,240.70948611111112,782,6883,14512
2008-01-16,2135.852,128.93,240.42214583333333,1162,3430,9391
2008-01-17,1572.282,116.718,241.62799305555555,1007,350,8657
2008-01-18,2186.988,119.29,239.93293055555554,1034,846,14983
2008-01-19,1980.306,134.982,239.6059236111111,2521,6054,8015
2008-01-20,1740.368,138.614,239.94454166666668,1775,380,4940
2008-01-21,1858.998,122.4,239.56475,0,376,10447
2008-01-22,2325.018,143.462,240.09477777777778,4670,7640,7552
2008-01-23,1882.308,107.984,240.90704861111112,1116,387,13359
2008-01-24,1645.022,104.306,240.77922916666665,1107,320,5935
2008-01-25,2239.856,119.626,240.70544444444445,0,2421,11409
2008-01-26,2834.988,168.422,239.76020833333334,4925,311,15606
2008-01-27,2381.766,140.758,241.30367361111112,3725,3818,7367
2008-01-28,2308.196,107.836,240.46677777777776,1142,280,12792
2008-01-29,2676.024,117.176,240.62310416666668,1487,6199,11077
2008-01-30,1640.646,116.47,241.6146527777778,0,261,7261
2008-01-31,1953.922,137.576,241.88575,1165,267,9437
2008-02-01,1534.652,179.25,240.36027083333335,336,280,7241
2008-02-02,2936.034,230.968,240.29051424600416,6247,2764,15188
2008-02-03,2084.568,153.708,240.3407222222222,2319,4435,8452
2008-02-04,1628.138,104.034,240.25520833333334,1161,252,9531
2008-02-05,2472.456,152.786,240.97691666666665,1098,7803,13717
2008-02-06,1669.54,114.26,238.41371527777778,2114,356,8428
2008-02-07,1518.31,108.706,241.07054861111112,0,295,8089
2008-02-08,1950.564,119.094,240.43311805555555,940,1921,9563
2008-02-09,2102.276,144.528,241.76450694444443,2050,2838,10293
2008-02-10,2184.714,151.736,241.2752013888889,2562,2955,10128
2008-02-11,1692.016,102.246,241.69219444444445,1018,297,8930
2008-02-12,1987.798,130.946,239.50915277777779,2009,1856,12138
2008-02-13,1900.498,128.478,241.20309722222223,2530,3615,7568
2008-02-14,1604.622,113.646,240.76481944444444,1300,291,9299
2008-02-15,2005.208,107.952,241.89060416666666,1109,1723,13417
2008-02-16,2346.948,138.994,241.08755555555555,1076,2360,11599
2008-02-17,1933.368,120.07600000000001,242.46983333333333,3182,2257,6049
2008-02-18,1514.404,101.972,242.06393055555554,0,251,10345
2008-02-19,2126.916,137.568,241.01013194444445,1881,4711,11200
2008-02-20,2253.79,190.268,241.6696875,3655,5516,7704
2008-02-21,1633.85,112.274,240.7503888888889,0,307,8523
2008-02-22,1732.564,121.688,241.43576388888889,1167,1985,10101
2008-02-23,1833.97,132.504,239.67264255910987,1684,2250,10040
